record_id,timestamp_received,logistic,svm,rf,vote,confidence,true_label
REC_42,2026-05-10T16:42:57.993431,1,1,1,1,0.9495,1
REC_43,2026-05-10T16:42:58.044393,1,1,1,1,0.8779,1
REC_44,2026-05-10T16:42:58.095047,1,1,1,1,0.9889,1
REC_45,2026-05-10T16:42:58.145951,1,1,1,1,0.9947,1
REC_46,2026-05-10T16:42:58.196773,1,1,1,1,0.9844,1
REC_47,2026-05-10T16:42:58.247576,1,1,1,1,0.9551,1
REC_48,2026-05-10T16:42:58.298226,1,1,1,1,0.9997,1
REC_49,2026-05-10T16:42:58.349919,1,1,1,1,0.9405,1
REC_50,2026-05-10T16:42:58.399978,1,1,1,1,0.8324,1
REC_51,2026-05-10T16:42:58.451101,1,1,1,1,0.9989,1
REC_52,2026-05-10T16:42:58.501629,1,1,1,1,0.8924,1
REC_53,2026-05-10T16:42:58.555236,0,1,1,1,0.7517,1
REC_54,2026-05-10T16:42:58.603122,1,1,1,1,0.9990,1
REC_55,2026-05-10T16:42:58.655622,1,1,1,1,0.9421,1
REC_56,2026-05-10T16:42:58.708818,1,1,1,1,0.9945,1
REC_57,2026-05-10T16:42:58.760293,1,0,1,1,0.6001,1
REC_58,2026-05-10T16:42:58.813801,1,1,1,1,0.9570,1
REC_59,2026-05-10T16:42:58.860558,1,1,1,1,0.9260,1
REC_60,2026-05-10T16:42:58.910255,1,1,1,1,0.7690,1
REC_61,2026-05-10T16:42:58.958786,1,1,1,1,0.6656,1
REC_62,2026-05-10T16:42:59.009478,1,1,1,1,0.9576,1
REC_63,2026-05-10T16:42:59.060414,1,1,0,1,0.8054,1
REC_64,2026-05-10T16:42:59.111440,1,1,1,1,0.9454,1
REC_65,2026-05-10T16:42:59.162533,1,1,1,1,0.9759,1
REC_66,2026-05-10T16:42:59.213423,1,1,1,1,0.9935,1
REC_67,2026-05-10T16:42:59.264595,1,1,1,1,0.9737,1
REC_68,2026-05-10T16:42:59.318078,1,1,1,1,0.9845,1
REC_69,2026-05-10T16:42:59.366519,1,1,1,1,0.8098,1
REC_70,2026-05-10T16:42:59.417514,1,1,1,1,0.9802,1
REC_71,2026-05-10T16:42:59.468016,1,1,1,1,0.9281,1
REC_72,2026-05-10T16:42:59.518754,1,1,1,1,0.9432,1
REC_73,2026-05-10T16:42:59.569865,1,1,1,1,0.9840,1
REC_74,2026-05-10T16:42:59.623977,1,1,1,1,0.9985,1
REC_75,2026-05-10T16:42:59.674166,1,1,1,1,0.9566,1
REC_76,2026-05-10T16:42:59.722127,0,0,1,0,0.3736,1
REC_77,2026-05-10T16:42:59.775187,1,1,1,1,0.9929,1
REC_78,2026-05-10T16:42:59.827001,0,1,1,1,0.7721,1
REC_79,2026-05-10T16:42:59.878073,1,1,1,1,0.8531,1
REC_80,2026-05-10T16:42:59.929993,1,1,1,1,0.9347,1
REC_81,2026-05-10T16:42:59.975432,1,1,1,1,0.9959,1
REC_82,2026-05-10T16:43:00.026190,1,1,1,1,0.8911,1
REC_83,2026-05-10T16:43:00.077069,1,1,1,1,0.9736,1
REC_84,2026-05-10T16:43:00.127878,0,1,1,1,0.6262,1
REC_85,2026-05-10T16:43:00.178574,1,1,1,1,0.9921,1
REC_86,2026-05-10T16:43:00.229487,1,1,1,1,0.9392,1
REC_87,2026-05-10T16:43:00.280454,1,1,1,1,0.8226,1
REC_88,2026-05-10T16:43:00.331282,1,1,1,1,0.9200,1
REC_89,2026-05-10T16:43:00.384145,1,1,1,1,0.7493,1
REC_90,2026-05-10T16:43:00.432699,1,1,1,1,0.9990,1
REC_91,2026-05-10T16:43:00.483699,1,1,1,1,0.9997,1
REC_92,2026-05-10T16:43:00.534626,1,1,1,1,0.9985,1
REC_93,2026-05-10T16:43:00.585320,1,1,1,1,0.9985,1
REC_94,2026-05-10T16:43:00.639437,1,1,1,1,0.9710,1
REC_95,2026-05-10T16:43:00.690294,1,1,1,1,0.8517,1
REC_96,2026-05-10T16:43:00.738140,1,1,1,1,0.9495,1
REC_97,2026-05-10T16:43:00.789364,1,1,1,1,0.8833,1
REC_98,2026-05-10T16:43:00.843314,0,0,1,0,0.4195,1
REC_99,2026-05-10T16:43:00.894569,1,1,1,1,0.8593,1
REC_100,2026-05-10T16:43:00.944357,1,1,1,1,0.9790,1
REC_101,2026-05-10T16:43:00.995631,1,1,1,1,0.8879,1
REC_102,2026-05-10T16:43:01.047911,0,1,1,1,0.6812,1
REC_103,2026-05-10T16:43:01.101757,1,1,1,1,0.8879,1
REC_104,2026-05-10T16:43:01.144929,0,1,1,1,0.6812,1
REC_105,2026-05-10T16:43:01.198708,1,1,1,1,0.8879,1
REC_106,2026-05-10T16:43:01.246639,0,1,1,1,0.6812,1
REC_107,2026-05-10T16:43:01.301240,0,1,1,1,0.6244,1
REC_108,2026-05-10T16:43:01.351137,0,1,1,1,0.6812,1
REC_109,2026-05-10T16:43:01.398859,1,1,1,1,0.8791,1
REC_110,2026-05-10T16:43:01.449638,1,1,1,1,0.9891,1
REC_111,2026-05-10T16:43:01.503808,0,0,1,0,0.3250,1
REC_112,2026-05-10T16:43:01.558757,1,1,1,1,0.9708,1
REC_113,2026-05-10T16:43:01.606954,0,0,1,0,0.4087,1
REC_114,2026-05-10T16:43:01.664908,1,1,1,1,0.9231,1
REC_115,2026-05-10T16:43:01.704141,0,1,1,1,0.6665,1
REC_116,2026-05-10T16:43:01.758537,1,1,1,1,0.8276,1
REC_117,2026-05-10T16:43:01.810282,1,1,1,1,0.8293,1
REC_118,2026-05-10T16:43:01.860801,1,1,1,1,0.9769,1
REC_119,2026-05-10T16:43:01.911525,1,1,1,1,1.0000,1
REC_120,2026-05-10T16:43:01.961688,1,1,1,1,0.8276,1
REC_121,2026-05-10T16:43:02.011887,1,1,1,1,0.8293,1
REC_122,2026-05-10T16:43:02.062416,1,1,1,1,0.9991,1
REC_123,2026-05-10T16:43:02.110359,1,1,1,1,0.9514,1
REC_124,2026-05-10T16:43:02.164939,1,1,1,1,0.9439,1
REC_125,2026-05-10T16:43:02.212065,1,1,1,1,0.9232,1
REC_126,2026-05-10T16:43:02.263047,1,1,1,1,0.8344,1
REC_127,2026-05-10T16:43:02.320752,1,1,1,1,0.9883,1
REC_128,2026-05-10T16:43:02.365765,1,1,1,1,0.9990,1
REC_129,2026-05-10T16:43:02.416663,1,1,1,1,0.9933,1
REC_130,2026-05-10T16:43:02.467463,1,1,1,1,0.9714,1
REC_131,2026-05-10T16:43:02.521255,1,1,1,1,0.9851,1
REC_132,2026-05-10T16:43:02.569371,0,1,1,1,0.7232,1
REC_133,2026-05-10T16:43:02.623633,1,1,1,1,0.9279,1
REC_134,2026-05-10T16:43:02.674280,0,0,1,0,0.5368,1
REC_135,2026-05-10T16:43:02.724775,1,1,1,1,0.9017,1
REC_136,2026-05-10T16:43:02.776794,1,1,1,1,0.9017,1
REC_137,2026-05-10T16:43:02.827241,1,1,1,1,0.9756,1
REC_138,2026-05-10T16:43:02.878702,0,0,0,0,0.2689,1
REC_139,2026-05-10T16:43:02.926711,1,1,1,1,0.8407,1
REC_140,2026-05-10T16:43:02.977691,1,1,1,1,0.9756,1
REC_141,2026-05-10T16:43:03.031722,1,1,1,1,0.9534,1
REC_142,2026-05-10T16:43:03.079853,1,1,1,1,0.9991,1
REC_143,2026-05-10T16:43:03.130851,1,1,1,1,0.9534,1
REC_144,2026-05-10T16:43:03.181665,1,1,1,1,0.8479,1
REC_145,2026-05-10T16:43:03.241167,0,0,1,0,0.5433,1
REC_146,2026-05-10T16:43:03.287395,1,1,1,1,0.9756,1
REC_147,2026-05-10T16:43:03.336274,1,1,1,1,0.9382,1
REC_148,2026-05-10T16:43:03.385701,0,0,0,0,0.2493,1
REC_149,2026-05-10T16:43:03.436534,1,1,1,1,0.9927,1
REC_150,2026-05-10T16:43:03.490604,1,1,1,1,0.9385,1
REC_151,2026-05-10T16:43:03.540566,1,1,1,1,0.9967,1
REC_152,2026-05-10T16:43:03.592159,1,1,1,1,0.9338,1
REC_153,2026-05-10T16:43:03.643950,1,1,1,1,0.8628,1
REC_154,2026-05-10T16:43:03.693760,0,0,1,0,0.5193,1
REC_155,2026-05-10T16:43:03.743893,1,1,1,1,0.8534,1
REC_156,2026-05-10T16:43:03.795970,1,1,1,1,0.9951,1
REC_157,2026-05-10T16:43:03.843654,1,1,1,1,0.9838,1
REC_158,2026-05-10T16:43:03.894447,1,1,1,1,0.9889,1
REC_159,2026-05-10T16:43:03.947147,1,1,1,1,0.9522,1
REC_160,2026-05-10T16:43:03.996798,1,1,1,1,0.9537,1
REC_161,2026-05-10T16:43:04.047922,1,1,1,1,0.9709,1
REC_162,2026-05-10T16:43:04.099352,1,1,1,1,0.8440,1
REC_163,2026-05-10T16:43:04.153483,1,1,1,1,0.7948,1
REC_164,2026-05-10T16:43:04.200870,1,1,1,1,0.9709,1
REC_165,2026-05-10T16:43:04.254593,1,1,1,1,0.9808,1
REC_166,2026-05-10T16:43:04.302624,1,1,1,1,0.9453,1
REC_167,2026-05-10T16:43:04.357000,1,1,1,1,0.9144,1
REC_168,2026-05-10T16:43:04.407351,1,1,1,1,0.9738,1
REC_169,2026-05-10T16:43:04.459571,1,1,1,1,0.9939,1
REC_170,2026-05-10T16:43:04.507177,1,1,1,1,0.8738,1
REC_171,2026-05-10T16:43:04.561843,1,1,1,1,0.9492,1
REC_172,2026-05-10T16:43:04.607790,0,1,1,1,0.7828,1
REC_173,2026-05-10T16:43:04.662058,0,1,1,1,0.8024,1
REC_174,2026-05-10T16:43:04.712836,1,1,1,1,0.9570,1
REC_175,2026-05-10T16:43:04.762891,1,1,1,1,0.9715,1
REC_176,2026-05-10T16:43:04.813262,1,1,0,1,0.7800,1
REC_177,2026-05-10T16:43:04.864673,1,1,1,1,0.9587,1
REC_178,2026-05-10T16:43:04.915752,1,1,1,1,0.9338,1
REC_179,2026-05-10T16:43:04.963179,1,1,1,1,0.9716,1
REC_180,2026-05-10T16:43:05.017100,1,1,1,1,0.9944,1
REC_181,2026-05-10T16:43:05.064786,1,1,1,1,0.9420,1
REC_182,2026-05-10T16:43:05.115962,1,1,1,1,0.9901,1
REC_183,2026-05-10T16:43:05.170770,1,1,1,1,0.9655,1
REC_184,2026-05-10T16:43:05.217954,0,0,1,0,0.2455,1
REC_185,2026-05-10T16:43:05.270473,0,1,0,0,0.5084,1
REC_186,2026-05-10T16:43:05.319867,0,0,1,0,0.6200,1
REC_187,2026-05-10T16:43:05.370569,1,1,1,1,0.9310,1
REC_188,2026-05-10T16:43:05.421460,1,1,1,1,0.9839,1
REC_189,2026-05-10T16:43:05.476192,1,1,1,1,0.9905,1
REC_190,2026-05-10T16:43:05.527607,1,1,1,1,0.9731,1
REC_191,2026-05-10T16:43:05.579008,1,1,1,1,0.9866,1
REC_192,2026-05-10T16:43:05.625505,1,1,1,1,0.8699,1
REC_193,2026-05-10T16:43:05.679718,1,1,1,1,0.9705,1
REC_194,2026-05-10T16:43:05.727779,1,1,1,1,0.9492,1
REC_195,2026-05-10T16:43:05.781380,0,0,1,0,0.5679,1
REC_196,2026-05-10T16:43:05.829139,1,1,1,1,0.9997,1
REC_197,2026-05-10T16:43:05.880073,1,1,1,1,0.9499,1
REC_198,2026-05-10T16:43:05.931144,1,1,1,1,0.9997,1
REC_199,2026-05-10T16:43:05.982022,1,1,1,1,0.9192,1
REC_200,2026-05-10T16:43:06.032898,1,1,1,1,0.9929,1
REC_201,2026-05-10T16:43:06.083482,1,1,1,1,0.9529,1
REC_202,2026-05-10T16:43:06.134164,1,1,1,1,0.9508,1
REC_203,2026-05-10T16:43:06.188346,1,1,1,1,0.9895,1
REC_204,2026-05-10T16:43:06.239321,1,1,1,1,0.9457,1
REC_205,2026-05-10T16:43:06.290438,0,1,1,1,0.7264,1
REC_206,2026-05-10T16:43:06.341370,0,1,1,1,0.7393,1
REC_207,2026-05-10T16:43:06.391343,1,1,1,1,0.9888,1
REC_208,2026-05-10T16:43:06.441865,1,1,1,1,0.9597,1
REC_209,2026-05-10T16:43:06.492502,1,1,1,1,0.9561,1
REC_210,2026-05-10T16:43:06.543713,1,1,1,1,0.9440,1
REC_211,2026-05-10T16:43:06.594962,1,1,1,1,0.9828,1
REC_212,2026-05-10T16:43:06.646395,1,1,1,1,0.9842,1
REC_213,2026-05-10T16:43:06.693066,1,1,1,1,0.9997,1
REC_214,2026-05-10T16:43:06.747564,1,1,1,1,0.9240,1
REC_215,2026-05-10T16:43:06.795420,1,1,1,1,0.7877,1
REC_216,2026-05-10T16:43:06.846211,0,0,1,0,0.4821,1
REC_217,2026-05-10T16:43:06.897144,0,0,1,0,0.4821,1
REC_218,2026-05-10T16:43:06.948068,1,1,1,1,1.0000,1
REC_219,2026-05-10T16:43:06.998867,1,1,1,1,0.9680,1
REC_220,2026-05-10T16:43:07.053282,1,1,1,1,0.9709,1
REC_221,2026-05-10T16:43:07.104356,1,1,1,1,0.9865,1
REC_222,2026-05-10T16:43:07.154268,1,1,1,1,0.9965,1
REC_223,2026-05-10T16:43:07.205904,1,1,1,1,0.9875,1
REC_224,2026-05-10T16:43:07.256055,1,1,1,1,0.9698,1
REC_225,2026-05-10T16:43:07.306885,1,1,1,1,0.9694,1
REC_226,2026-05-10T16:43:07.358297,1,1,1,1,0.9741,1
REC_227,2026-05-10T16:43:07.409185,1,1,1,1,0.9489,1
REC_228,2026-05-10T16:43:07.459950,0,1,1,1,0.7032,1
REC_229,2026-05-10T16:43:07.510710,1,1,1,1,0.9637,1
REC_230,2026-05-10T16:43:07.558161,1,1,1,1,0.9775,1
REC_231,2026-05-10T16:43:07.609184,0,1,1,1,0.7434,1
REC_232,2026-05-10T16:43:07.662662,1,1,1,1,0.9829,1
REC_233,2026-05-10T16:43:07.713590,0,0,0,0,0.3980,1
REC_234,2026-05-10T16:43:07.764696,1,1,1,1,0.9596,1
REC_235,2026-05-10T16:43:07.816404,0,0,0,0,0.1673,1
REC_236,2026-05-10T16:43:07.867056,0,0,0,0,0.1673,1
REC_237,2026-05-10T16:43:07.915931,1,1,1,1,0.9500,1
REC_238,2026-05-10T16:43:07.964760,1,1,1,1,0.9930,1
REC_239,2026-05-10T16:43:08.015247,1,1,1,1,0.9537,1
REC_240,2026-05-10T16:43:08.068927,0,1,1,1,0.7440,1
REC_241,2026-05-10T16:43:08.120290,1,1,1,1,0.9718,1
REC_242,2026-05-10T16:43:08.171716,1,1,1,1,0.9963,1
REC_243,2026-05-10T16:43:08.222383,1,1,1,1,0.9145,1
REC_244,2026-05-10T16:43:08.272240,1,1,1,1,0.9702,1
REC_245,2026-05-10T16:43:08.322998,1,1,1,1,0.9914,1
REC_246,2026-05-10T16:43:08.376611,1,1,1,1,0.9963,1
REC_247,2026-05-10T16:43:08.422218,1,1,1,1,0.9882,1
REC_248,2026-05-10T16:43:08.477720,1,1,1,1,0.9644,1
REC_249,2026-05-10T16:43:08.526497,1,1,1,1,0.9621,1
REC_250,2026-05-10T16:43:08.574397,0,0,1,0,0.2127,1
REC_251,2026-05-10T16:43:08.629216,1,1,1,1,0.9568,1
REC_252,2026-05-10T16:43:08.679144,1,1,1,1,0.9736,1
REC_253,2026-05-10T16:43:08.729965,1,1,1,1,0.9965,1
REC_254,2026-05-10T16:43:08.780789,1,1,1,1,0.9962,1
REC_255,2026-05-10T16:43:08.831730,1,1,1,1,0.9869,1
REC_256,2026-05-10T16:43:08.879651,1,1,1,1,0.9916,1
REC_257,2026-05-10T16:43:08.933984,1,1,1,1,0.9964,1
REC_258,2026-05-10T16:43:08.981411,1,1,1,1,0.9896,1
REC_259,2026-05-10T16:43:09.032220,1,1,1,1,0.9493,1
REC_260,2026-05-10T16:43:09.083108,1,1,1,1,0.9896,1
REC_261,2026-05-10T16:43:09.133819,1,1,1,1,0.9621,1
REC_262,2026-05-10T16:43:09.188744,1,1,1,1,0.8265,1
REC_263,2026-05-10T16:43:09.237997,1,1,1,1,0.9820,1
REC_264,2026-05-10T16:43:09.288851,1,1,1,1,0.8353,1
REC_265,2026-05-10T16:43:09.338579,1,1,1,1,0.9470,1
REC_266,2026-05-10T16:43:09.388932,1,1,1,1,0.9691,1
REC_267,2026-05-10T16:43:09.439473,1,1,1,1,0.8905,1
REC_268,2026-05-10T16:43:09.493294,1,1,1,1,0.9856,1
REC_269,2026-05-10T16:43:09.541000,1,1,1,1,0.9470,1
REC_270,2026-05-10T16:43:09.595118,1,1,1,1,0.9470,1
REC_271,2026-05-10T16:43:09.642506,1,1,1,1,0.9644,1
REC_272,2026-05-10T16:43:09.695574,1,1,1,1,0.8453,1
REC_273,2026-05-10T16:43:09.747631,1,1,1,1,0.9522,1
REC_274,2026-05-10T16:43:09.798051,1,1,1,1,1.0000,1
REC_275,2026-05-10T16:43:09.848492,1,1,1,1,0.9292,1
REC_276,2026-05-10T16:43:09.896938,1,1,1,1,0.9631,1
REC_277,2026-05-10T16:43:09.947702,1,1,1,1,1.0000,1
REC_278,2026-05-10T16:43:09.998557,1,1,1,1,0.9643,1
REC_279,2026-05-10T16:43:10.053941,1,1,1,1,1.0000,1
REC_280,2026-05-10T16:43:10.104186,1,1,1,1,0.8993,1
REC_281,2026-05-10T16:43:10.154505,1,1,1,1,0.9912,1
REC_282,2026-05-10T16:43:10.202259,1,1,1,1,0.9867,1
REC_283,2026-05-10T16:43:10.256846,1,1,1,1,0.9999,1
REC_284,2026-05-10T16:43:10.303757,1,1,1,1,0.8867,1
REC_285,2026-05-10T16:43:10.357448,1,1,1,1,0.9900,1
REC_286,2026-05-10T16:43:10.405281,0,1,1,1,0.7778,1
REC_287,2026-05-10T16:43:10.459024,0,1,1,1,0.7749,1
REC_288,2026-05-10T16:43:10.509450,1,1,1,1,0.9845,1
REC_289,2026-05-10T16:43:10.560683,1,1,1,1,0.9618,1
REC_290,2026-05-10T16:43:10.611833,1,1,1,1,0.9522,1
REC_291,2026-05-10T16:43:10.662597,1,1,1,1,0.9798,1
REC_292,2026-05-10T16:43:10.710057,1,1,1,1,0.9744,1
REC_293,2026-05-10T16:43:10.761154,1,1,1,1,0.9833,1
REC_294,2026-05-10T16:43:10.812172,0,0,0,0,0.2306,1
REC_295,2026-05-10T16:43:10.863149,1,1,1,1,0.9996,1
REC_296,2026-05-10T16:43:10.915059,1,1,1,1,0.9564,1
REC_297,2026-05-10T16:43:10.964285,1,1,1,1,0.9944,1
REC_298,2026-05-10T16:43:11.018610,1,1,1,1,0.9562,1
REC_299,2026-05-10T16:43:11.066376,1,1,1,1,0.8507,1
REC_300,2026-05-10T16:43:11.117386,1,1,1,1,0.9880,1
REC_301,2026-05-10T16:43:11.167988,1,0,1,1,0.7683,1
REC_302,2026-05-10T16:43:11.221650,1,1,1,1,0.8659,1
REC_303,2026-05-10T16:43:11.272403,1,1,1,1,0.9987,1
REC_304,2026-05-10T16:43:11.323272,1,1,1,1,0.9703,1
REC_305,2026-05-10T16:43:11.370897,1,1,1,1,0.9979,1
REC_306,2026-05-10T16:43:11.430139,0,0,1,0,0.3594,1
REC_307,2026-05-10T16:43:11.473650,1,1,1,1,0.8867,1
REC_308,2026-05-10T16:43:11.525700,0,0,1,0,0.3861,1
REC_309,2026-05-10T16:43:11.575320,1,1,1,1,0.9812,1
REC_310,2026-05-10T16:43:11.626691,0,1,1,1,0.7670,1
REC_311,2026-05-10T16:43:11.680524,1,1,1,1,0.9128,1
REC_312,2026-05-10T16:43:11.728266,1,1,1,1,0.9968,1
REC_313,2026-05-10T16:43:11.782966,1,1,1,1,0.9843,1
REC_314,2026-05-10T16:43:11.829854,1,1,1,1,0.8988,1
REC_315,2026-05-10T16:43:11.883737,1,1,1,1,0.7341,1
REC_316,2026-05-10T16:43:11.931657,1,1,1,1,0.9720,1
REC_317,2026-05-10T16:43:11.985618,1,1,1,1,0.9799,1
REC_318,2026-05-10T16:43:12.036569,1,1,1,1,0.8632,1
REC_319,2026-05-10T16:43:12.087361,1,1,1,1,0.8506,1
REC_320,2026-05-10T16:43:12.135132,1,1,1,1,0.9701,1
REC_321,2026-05-10T16:43:12.186253,0,0,1,0,0.4483,1
REC_322,2026-05-10T16:43:12.240056,1,1,1,1,0.9514,1
REC_323,2026-05-10T16:43:12.293015,0,0,0,0,0.0612,1
REC_324,2026-05-10T16:43:12.342795,0,0,1,0,0.4483,1
REC_325,2026-05-10T16:43:12.393592,0,0,0,0,0.0612,1
REC_326,2026-05-10T16:43:12.445010,1,1,1,1,0.9741,1
REC_327,2026-05-10T16:43:12.498986,1,1,1,1,0.9957,1
REC_328,2026-05-10T16:43:12.542832,1,1,1,1,0.8398,1
REC_329,2026-05-10T16:43:12.593511,1,1,1,1,0.9706,1
REC_330,2026-05-10T16:43:12.650322,0,1,1,1,0.6623,1
REC_331,2026-05-10T16:43:12.698650,1,1,1,1,0.9793,1
REC_332,2026-05-10T16:43:12.749648,1,1,1,1,0.8911,1
REC_333,2026-05-10T16:43:12.800345,1,1,1,1,0.7878,1
REC_334,2026-05-10T16:43:12.851078,1,1,1,1,0.9590,1
REC_335,2026-05-10T16:43:12.902016,1,1,1,1,0.9792,1
REC_336,2026-05-10T16:43:12.953896,1,1,1,1,0.9960,1
REC_337,2026-05-10T16:43:13.000703,1,1,1,1,0.7375,1
REC_338,2026-05-10T16:43:13.051644,1,1,1,1,0.8911,1
REC_339,2026-05-10T16:43:13.102573,1,1,1,1,0.7059,1
REC_340,2026-05-10T16:43:13.153536,1,1,1,1,0.9702,1
REC_341,2026-05-10T16:43:13.204240,1,1,1,1,0.9710,1
REC_342,2026-05-10T16:43:13.255283,1,1,1,1,0.8911,1
REC_343,2026-05-10T16:43:13.306157,1,1,1,1,0.9905,1
REC_344,2026-05-10T16:43:13.356995,1,1,1,1,0.9959,1
REC_345,2026-05-10T16:43:13.410931,1,1,1,1,0.9019,1
REC_346,2026-05-10T16:43:13.458990,1,1,1,1,0.7375,1
REC_347,2026-05-10T16:43:13.511396,0,1,1,1,0.6361,1
REC_348,2026-05-10T16:43:13.560746,1,1,1,1,0.9960,1
REC_349,2026-05-10T16:43:13.614566,1,1,1,1,0.7375,1
REC_350,2026-05-10T16:43:13.662539,1,1,1,1,0.9792,1
REC_351,2026-05-10T16:43:13.716276,0,0,0,0,0.1440,1
REC_352,2026-05-10T16:43:13.764221,1,1,1,1,0.8911,1
REC_353,2026-05-10T16:43:13.817978,1,1,1,1,0.9701,1
REC_354,2026-05-10T16:43:13.868900,1,1,1,1,0.9843,1
REC_355,2026-05-10T16:43:13.919619,1,1,1,1,0.9793,1
REC_356,2026-05-10T16:43:13.970518,1,1,1,1,0.9181,1
REC_357,2026-05-10T16:43:14.021531,1,1,1,1,0.9499,1
REC_358,2026-05-10T16:43:14.069145,1,1,1,1,0.9027,1
REC_359,2026-05-10T16:43:14.119900,1,1,1,1,0.9552,1
REC_360,2026-05-10T16:43:14.171065,1,1,1,1,0.7892,1
REC_361,2026-05-10T16:43:14.221501,1,1,1,1,0.8805,1
REC_362,2026-05-10T16:43:14.272462,1,1,1,1,0.9815,1
REC_363,2026-05-10T16:43:14.326339,1,1,1,1,0.9701,1
REC_364,2026-05-10T16:43:14.377109,1,0,0,0,0.3704,1
REC_365,2026-05-10T16:43:14.428963,1,1,1,1,0.9815,1
REC_366,2026-05-10T16:43:14.477987,1,1,1,1,0.9766,1
REC_367,2026-05-10T16:43:14.526678,1,1,1,1,0.9253,1
REC_368,2026-05-10T16:43:14.582534,1,1,1,1,0.9502,1
REC_369,2026-05-10T16:43:14.631488,0,0,1,0,0.4523,1
REC_370,2026-05-10T16:43:14.682334,1,1,1,1,0.9552,1
REC_371,2026-05-10T16:43:14.732877,0,0,1,0,0.5512,1
REC_372,2026-05-10T16:43:14.781378,1,0,1,1,0.8061,1
REC_373,2026-05-10T16:43:14.834750,0,1,1,1,0.6849,1
REC_374,2026-05-10T16:43:14.890008,1,1,1,1,0.9931,1
REC_375,2026-05-10T16:43:14.955801,0,0,1,0,0.2724,1
REC_376,2026-05-10T16:43:14.988803,1,1,1,1,0.9977,1
REC_377,2026-05-10T16:43:15.045376,1,1,1,1,0.9867,1
REC_378,2026-05-10T16:43:15.087209,1,1,1,1,0.9331,1
REC_379,2026-05-10T16:43:15.142615,1,1,1,1,0.9799,1
REC_380,2026-05-10T16:43:15.192115,1,1,1,1,0.9941,1
REC_381,2026-05-10T16:43:15.242793,1,1,0,1,0.7476,1
REC_382,2026-05-10T16:43:15.293667,1,1,1,1,0.9837,1
REC_383,2026-05-10T16:43:15.341857,0,1,1,1,0.7373,1
REC_384,2026-05-10T16:43:15.398870,1,1,1,1,0.9799,1
REC_385,2026-05-10T16:43:15.446394,1,1,1,1,0.9829,1
REC_386,2026-05-10T16:43:15.496883,1,1,1,1,0.9830,1
