record_id,timestamp_sent,true_label,source
REC_100,2026-05-10T16:43:00.941324,1,uci
REC_101,2026-05-10T16:43:00.992336,1,uci
REC_102,2026-05-10T16:43:01.043039,1,uci
REC_103,2026-05-10T16:43:01.093507,1,uci
REC_104,2026-05-10T16:43:01.144929,1,uci
REC_105,2026-05-10T16:43:01.195774,1,uci
REC_106,2026-05-10T16:43:01.246639,1,uci
REC_107,2026-05-10T16:43:01.297141,1,uci
REC_108,2026-05-10T16:43:01.348131,1,uci
REC_109,2026-05-10T16:43:01.398859,1,uci
REC_110,2026-05-10T16:43:01.449638,1,uci
REC_111,2026-05-10T16:43:01.500746,1,uci
REC_112,2026-05-10T16:43:01.551432,1,uci
REC_113,2026-05-10T16:43:01.602202,1,uci
REC_114,2026-05-10T16:43:01.652767,1,uci
REC_115,2026-05-10T16:43:01.704141,1,uci
REC_116,2026-05-10T16:43:01.754983,1,uci
REC_117,2026-05-10T16:43:01.805731,1,uci
REC_118,2026-05-10T16:43:01.856601,1,uci
REC_119,2026-05-10T16:43:01.907338,1,uci
REC_120,2026-05-10T16:43:01.958074,1,uci
REC_121,2026-05-10T16:43:02.008874,1,uci
REC_122,2026-05-10T16:43:02.059595,1,uci
REC_123,2026-05-10T16:43:02.110359,1,uci
REC_124,2026-05-10T16:43:02.161323,1,uci
REC_125,2026-05-10T16:43:02.212065,1,uci
REC_126,2026-05-10T16:43:02.263047,1,uci
REC_127,2026-05-10T16:43:02.314018,1,uci
REC_128,2026-05-10T16:43:02.365765,1,uci
REC_129,2026-05-10T16:43:02.416663,1,uci
REC_130,2026-05-10T16:43:02.467463,1,uci
REC_131,2026-05-10T16:43:02.518241,1,uci
REC_132,2026-05-10T16:43:02.569371,1,uci
REC_133,2026-05-10T16:43:02.620448,1,uci
REC_134,2026-05-10T16:43:02.671090,1,uci
REC_135,2026-05-10T16:43:02.721959,1,uci
REC_136,2026-05-10T16:43:02.772690,1,uci
REC_137,2026-05-10T16:43:02.824230,1,uci
REC_138,2026-05-10T16:43:02.875689,1,uci
REC_139,2026-05-10T16:43:02.926711,1,uci
REC_140,2026-05-10T16:43:02.977691,1,uci
REC_141,2026-05-10T16:43:03.028670,1,uci
REC_142,2026-05-10T16:43:03.079853,1,uci
REC_143,2026-05-10T16:43:03.130851,1,uci
REC_144,2026-05-10T16:43:03.181665,1,uci
REC_145,2026-05-10T16:43:03.232727,1,uci
REC_146,2026-05-10T16:43:03.283422,1,uci
REC_147,2026-05-10T16:43:03.334483,1,uci
REC_148,2026-05-10T16:43:03.385701,1,uci
REC_149,2026-05-10T16:43:03.436534,1,uci
REC_150,2026-05-10T16:43:03.487046,1,uci
REC_151,2026-05-10T16:43:03.537996,1,uci
REC_152,2026-05-10T16:43:03.588823,1,uci
REC_153,2026-05-10T16:43:03.639933,1,uci
REC_154,2026-05-10T16:43:03.690748,1,uci
REC_155,2026-05-10T16:43:03.741881,1,uci
REC_156,2026-05-10T16:43:03.792960,1,uci
REC_157,2026-05-10T16:43:03.843654,1,uci
REC_158,2026-05-10T16:43:03.894447,1,uci
REC_159,2026-05-10T16:43:03.945600,1,uci
REC_160,2026-05-10T16:43:03.996798,1,uci
REC_161,2026-05-10T16:43:04.047922,1,uci
REC_162,2026-05-10T16:43:04.099352,1,uci
REC_163,2026-05-10T16:43:04.150226,1,uci
REC_164,2026-05-10T16:43:04.200870,1,uci
REC_165,2026-05-10T16:43:04.251494,1,uci
REC_166,2026-05-10T16:43:04.302624,1,uci
REC_167,2026-05-10T16:43:04.353753,1,uci
REC_168,2026-05-10T16:43:04.404399,1,uci
REC_169,2026-05-10T16:43:04.455437,1,uci
REC_170,2026-05-10T16:43:04.506167,1,uci
REC_171,2026-05-10T16:43:04.556837,1,uci
REC_172,2026-05-10T16:43:04.607790,1,uci
REC_173,2026-05-10T16:43:04.659046,1,uci
REC_174,2026-05-10T16:43:04.709822,1,uci
REC_175,2026-05-10T16:43:04.760316,1,uci
REC_176,2026-05-10T16:43:04.810911,1,uci
REC_177,2026-05-10T16:43:04.861664,1,uci
REC_178,2026-05-10T16:43:04.912700,1,uci
REC_179,2026-05-10T16:43:04.963179,1,uci
REC_180,2026-05-10T16:43:05.014091,1,uci
REC_181,2026-05-10T16:43:05.064786,1,uci
REC_182,2026-05-10T16:43:05.115962,1,uci
REC_183,2026-05-10T16:43:05.167171,1,uci
REC_184,2026-05-10T16:43:05.217954,1,uci
REC_185,2026-05-10T16:43:05.268955,1,uci
REC_186,2026-05-10T16:43:05.319867,1,uci
REC_187,2026-05-10T16:43:05.370569,1,uci
REC_188,2026-05-10T16:43:05.421460,1,uci
REC_189,2026-05-10T16:43:05.472503,1,uci
REC_190,2026-05-10T16:43:05.523486,1,uci
REC_191,2026-05-10T16:43:05.574464,1,uci
REC_192,2026-05-10T16:43:05.625505,1,uci
REC_193,2026-05-10T16:43:05.676710,1,uci
REC_194,2026-05-10T16:43:05.727779,1,uci
REC_195,2026-05-10T16:43:05.778372,1,uci
REC_196,2026-05-10T16:43:05.829139,1,uci
REC_197,2026-05-10T16:43:05.880073,1,uci
REC_198,2026-05-10T16:43:05.931144,1,uci
REC_199,2026-05-10T16:43:05.982022,1,uci
REC_200,2026-05-10T16:43:06.032898,1,uci
REC_201,2026-05-10T16:43:06.083482,1,uci
REC_202,2026-05-10T16:43:06.134164,1,uci
REC_203,2026-05-10T16:43:06.184933,1,uci
REC_204,2026-05-10T16:43:06.235768,1,uci
REC_205,2026-05-10T16:43:06.286788,1,uci
REC_206,2026-05-10T16:43:06.337362,1,uci
REC_207,2026-05-10T16:43:06.388331,1,uci
REC_208,2026-05-10T16:43:06.438855,1,uci
REC_209,2026-05-10T16:43:06.489487,1,uci
REC_210,2026-05-10T16:43:06.540663,1,uci
REC_211,2026-05-10T16:43:06.591570,1,uci
REC_212,2026-05-10T16:43:06.642344,1,uci
REC_213,2026-05-10T16:43:06.693066,1,uci
REC_214,2026-05-10T16:43:06.744535,1,uci
REC_215,2026-05-10T16:43:06.795420,1,uci
REC_216,2026-05-10T16:43:06.846211,1,uci
REC_217,2026-05-10T16:43:06.897144,1,uci
REC_218,2026-05-10T16:43:06.948068,1,uci
REC_219,2026-05-10T16:43:06.998867,1,uci
REC_220,2026-05-10T16:43:07.049712,1,uci
REC_221,2026-05-10T16:43:07.100672,1,uci
REC_222,2026-05-10T16:43:07.151312,1,uci
REC_223,2026-05-10T16:43:07.202382,1,uci
REC_224,2026-05-10T16:43:07.252782,1,uci
REC_225,2026-05-10T16:43:07.303770,1,uci
REC_226,2026-05-10T16:43:07.355250,1,uci
REC_227,2026-05-10T16:43:07.406130,1,uci
REC_228,2026-05-10T16:43:07.456937,1,uci
REC_229,2026-05-10T16:43:07.507661,1,uci
REC_230,2026-05-10T16:43:07.558161,1,uci
REC_231,2026-05-10T16:43:07.609184,1,uci
REC_232,2026-05-10T16:43:07.659650,1,uci
REC_233,2026-05-10T16:43:07.710392,1,uci
REC_234,2026-05-10T16:43:07.761206,1,uci
REC_235,2026-05-10T16:43:07.811930,1,uci
REC_236,2026-05-10T16:43:07.862527,1,uci
REC_237,2026-05-10T16:43:07.913797,1,uci
REC_238,2026-05-10T16:43:07.964760,1,uci
REC_239,2026-05-10T16:43:08.015247,1,uci
REC_240,2026-05-10T16:43:08.065918,1,uci
REC_241,2026-05-10T16:43:08.116597,1,uci
REC_242,2026-05-10T16:43:08.167695,1,uci
REC_243,2026-05-10T16:43:08.218667,1,uci
REC_244,2026-05-10T16:43:08.269182,1,uci
REC_245,2026-05-10T16:43:08.320300,1,uci
REC_246,2026-05-10T16:43:08.371595,1,uci
REC_247,2026-05-10T16:43:08.422218,1,uci
REC_248,2026-05-10T16:43:08.472881,1,uci
REC_249,2026-05-10T16:43:08.523488,1,uci
REC_250,2026-05-10T16:43:08.574397,1,uci
REC_251,2026-05-10T16:43:08.625204,1,uci
REC_252,2026-05-10T16:43:08.676135,1,uci
REC_253,2026-05-10T16:43:08.726950,1,uci
REC_254,2026-05-10T16:43:08.777736,1,uci
REC_255,2026-05-10T16:43:08.828678,1,uci
REC_256,2026-05-10T16:43:08.879651,1,uci
REC_257,2026-05-10T16:43:08.930778,1,uci
REC_258,2026-05-10T16:43:08.981411,1,uci
REC_259,2026-05-10T16:43:09.032220,1,uci
REC_260,2026-05-10T16:43:09.083108,1,uci
REC_261,2026-05-10T16:43:09.133819,1,uci
REC_262,2026-05-10T16:43:09.184530,1,uci
REC_263,2026-05-10T16:43:09.235399,1,uci
REC_264,2026-05-10T16:43:09.286285,1,uci
REC_265,2026-05-10T16:43:09.337533,1,uci
REC_266,2026-05-10T16:43:09.388357,1,uci
REC_267,2026-05-10T16:43:09.439473,1,uci
REC_268,2026-05-10T16:43:09.490282,1,uci
REC_269,2026-05-10T16:43:09.541000,1,uci
REC_270,2026-05-10T16:43:09.591524,1,uci
REC_271,2026-05-10T16:43:09.642506,1,uci
REC_272,2026-05-10T16:43:09.693399,1,uci
REC_273,2026-05-10T16:43:09.744581,1,uci
REC_274,2026-05-10T16:43:09.795631,1,uci
REC_275,2026-05-10T16:43:09.846373,1,uci
REC_276,2026-05-10T16:43:09.896938,1,uci
REC_277,2026-05-10T16:43:09.947702,1,uci
REC_278,2026-05-10T16:43:09.998557,1,uci
REC_279,2026-05-10T16:43:10.049049,1,uci
REC_280,2026-05-10T16:43:10.100174,1,uci
REC_281,2026-05-10T16:43:10.151030,1,uci
REC_282,2026-05-10T16:43:10.202259,1,uci
REC_283,2026-05-10T16:43:10.252824,1,uci
REC_284,2026-05-10T16:43:10.303757,1,uci
REC_285,2026-05-10T16:43:10.354918,1,uci
REC_286,2026-05-10T16:43:10.405281,1,uci
REC_287,2026-05-10T16:43:10.455964,1,uci
REC_288,2026-05-10T16:43:10.506894,1,uci
REC_289,2026-05-10T16:43:10.557630,1,uci
REC_290,2026-05-10T16:43:10.608821,1,uci
REC_291,2026-05-10T16:43:10.659585,1,uci
REC_292,2026-05-10T16:43:10.710057,1,uci
REC_293,2026-05-10T16:43:10.761154,1,uci
REC_294,2026-05-10T16:43:10.812172,1,uci
REC_295,2026-05-10T16:43:10.863149,1,uci
REC_296,2026-05-10T16:43:10.913700,1,uci
REC_297,2026-05-10T16:43:10.964285,1,uci
REC_298,2026-05-10T16:43:11.015598,1,uci
REC_299,2026-05-10T16:43:11.066376,1,uci
REC_300,2026-05-10T16:43:11.117386,1,uci
REC_301,2026-05-10T16:43:11.167988,1,uci
REC_302,2026-05-10T16:43:11.218602,1,uci
REC_303,2026-05-10T16:43:11.269388,1,uci
REC_304,2026-05-10T16:43:11.320365,1,uci
REC_305,2026-05-10T16:43:11.370897,1,uci
REC_306,2026-05-10T16:43:11.421824,1,uci
REC_307,2026-05-10T16:43:11.473650,1,uci
REC_308,2026-05-10T16:43:11.524653,1,uci
REC_309,2026-05-10T16:43:11.575320,1,uci
REC_310,2026-05-10T16:43:11.626691,1,uci
REC_311,2026-05-10T16:43:11.677512,1,uci
REC_312,2026-05-10T16:43:11.728266,1,uci
REC_313,2026-05-10T16:43:11.778919,1,uci
REC_314,2026-05-10T16:43:11.829854,1,uci
REC_315,2026-05-10T16:43:11.880729,1,uci
REC_316,2026-05-10T16:43:11.931657,1,uci
REC_317,2026-05-10T16:43:11.982385,1,uci
REC_318,2026-05-10T16:43:12.033311,1,uci
REC_319,2026-05-10T16:43:12.084134,1,uci
REC_320,2026-05-10T16:43:12.135132,1,uci
REC_321,2026-05-10T16:43:12.186253,1,uci
REC_322,2026-05-10T16:43:12.237049,1,uci
REC_323,2026-05-10T16:43:12.287881,1,uci
REC_324,2026-05-10T16:43:12.338678,1,uci
REC_325,2026-05-10T16:43:12.389541,1,uci
REC_326,2026-05-10T16:43:12.440400,1,uci
REC_327,2026-05-10T16:43:12.491208,1,uci
REC_328,2026-05-10T16:43:12.542832,1,uci
REC_329,2026-05-10T16:43:12.593511,1,uci
REC_330,2026-05-10T16:43:12.644297,1,uci
REC_331,2026-05-10T16:43:12.695592,1,uci
REC_332,2026-05-10T16:43:12.746496,1,uci
REC_333,2026-05-10T16:43:12.797332,1,uci
REC_334,2026-05-10T16:43:12.848029,1,uci
REC_335,2026-05-10T16:43:12.899001,1,uci
REC_336,2026-05-10T16:43:12.949889,1,uci
REC_337,2026-05-10T16:43:13.000703,1,uci
REC_338,2026-05-10T16:43:13.051644,1,uci
REC_339,2026-05-10T16:43:13.102573,1,uci
REC_340,2026-05-10T16:43:13.153536,1,uci
REC_341,2026-05-10T16:43:13.204240,1,uci
REC_342,2026-05-10T16:43:13.255283,1,uci
REC_343,2026-05-10T16:43:13.306157,1,uci
REC_344,2026-05-10T16:43:13.356995,1,uci
REC_345,2026-05-10T16:43:13.408175,1,uci
REC_346,2026-05-10T16:43:13.458990,1,uci
REC_347,2026-05-10T16:43:13.509654,1,uci
REC_348,2026-05-10T16:43:13.560746,1,uci
REC_349,2026-05-10T16:43:13.611517,1,uci
REC_350,2026-05-10T16:43:13.662539,1,uci
REC_351,2026-05-10T16:43:13.713471,1,uci
REC_352,2026-05-10T16:43:13.764221,1,uci
REC_353,2026-05-10T16:43:13.814924,1,uci
REC_354,2026-05-10T16:43:13.865841,1,uci
REC_355,2026-05-10T16:43:13.916607,1,uci
REC_356,2026-05-10T16:43:13.967379,1,uci
REC_357,2026-05-10T16:43:14.018504,1,uci
REC_358,2026-05-10T16:43:14.069145,1,uci
REC_359,2026-05-10T16:43:14.119900,1,uci
REC_360,2026-05-10T16:43:14.171065,1,uci
REC_361,2026-05-10T16:43:14.221501,1,uci
REC_362,2026-05-10T16:43:14.272462,1,uci
REC_363,2026-05-10T16:43:14.323290,1,uci
REC_364,2026-05-10T16:43:14.374097,1,uci
REC_365,2026-05-10T16:43:14.425249,1,uci
REC_366,2026-05-10T16:43:14.475934,1,uci
REC_367,2026-05-10T16:43:14.526678,1,uci
REC_368,2026-05-10T16:43:14.577510,1,uci
REC_369,2026-05-10T16:43:14.628091,1,uci
REC_370,2026-05-10T16:43:14.678859,1,uci
REC_371,2026-05-10T16:43:14.729417,1,uci
REC_372,2026-05-10T16:43:14.781378,1,uci
REC_373,2026-05-10T16:43:14.832499,1,uci
REC_374,2026-05-10T16:43:14.883034,1,uci
REC_375,2026-05-10T16:43:14.934094,1,uci
REC_376,2026-05-10T16:43:14.985286,1,uci
REC_377,2026-05-10T16:43:15.035791,1,uci
REC_378,2026-05-10T16:43:15.087209,1,uci
REC_379,2026-05-10T16:43:15.138319,1,uci
REC_380,2026-05-10T16:43:15.189062,1,uci
REC_381,2026-05-10T16:43:15.239785,1,uci
REC_382,2026-05-10T16:43:15.290655,1,uci
REC_383,2026-05-10T16:43:15.341857,1,uci
REC_384,2026-05-10T16:43:15.392503,1,uci
REC_385,2026-05-10T16:43:15.443504,1,uci
REC_386,2026-05-10T16:43:15.494471,1,uci
REC_387,2026-05-10T16:43:15.544908,1,uci
REC_388,2026-05-10T16:43:15.596113,1,uci
REC_389,2026-05-10T16:43:15.652249,1,uci
REC_390,2026-05-10T16:43:15.703807,1,uci
REC_391,2026-05-10T16:43:15.754834,1,uci
REC_392,2026-05-10T16:43:15.806859,1,uci
REC_393,2026-05-10T16:43:15.857624,1,uci
REC_394,2026-05-10T16:43:15.908393,1,uci
REC_395,2026-05-10T16:43:15.959422,1,uci
REC_396,2026-05-10T16:43:16.010096,1,uci
REC_397,2026-05-10T16:43:16.060920,1,uci
REC_398,2026-05-10T16:43:16.111717,1,uci
REC_399,2026-05-10T16:43:16.162279,1,uci
REC_400,2026-05-10T16:43:16.213117,1,uci
REC_401,2026-05-10T16:43:16.264236,1,uci
REC_402,2026-05-10T16:43:16.315170,1,uci
REC_403,2026-05-10T16:43:16.365759,1,uci
REC_404,2026-05-10T16:43:16.416854,1,uci
REC_405,2026-05-10T16:43:16.467986,1,uci
REC_406,2026-05-10T16:43:16.518470,1,uci
REC_407,2026-05-10T16:43:16.569323,1,uci
REC_408,2026-05-10T16:43:16.619885,1,uci
REC_409,2026-05-10T16:43:16.670537,1,uci
REC_410,2026-05-10T16:43:16.721793,1,uci
REC_411,2026-05-10T16:43:16.772833,1,uci
REC_412,2026-05-10T16:43:16.823595,1,uci
REC_413,2026-05-10T16:43:16.874007,1,uci
REC_414,2026-05-10T16:43:16.924868,1,uci
REC_415,2026-05-10T16:43:16.975763,1,uci
REC_416,2026-05-10T16:43:17.026366,1,uci
REC_417,2026-05-10T16:43:17.077571,1,uci
REC_418,2026-05-10T16:43:17.128146,1,uci
REC_419,2026-05-10T16:43:17.178981,1,uci
REC_420,2026-05-10T16:43:17.230082,1,uci
REC_421,2026-05-10T16:43:17.280773,1,uci
REC_422,2026-05-10T16:43:17.331416,1,uci
REC_423,2026-05-10T16:43:17.382125,1,uci
REC_424,2026-05-10T16:43:17.433129,1,uci
REC_425,2026-05-10T16:43:17.483667,1,uci
REC_426,2026-05-10T16:43:17.534327,1,uci
REC_427,2026-05-10T16:43:17.585164,1,uci
REC_428,2026-05-10T16:43:17.635881,1,uci
REC_429,2026-05-10T16:43:17.686862,1,uci
REC_430,2026-05-10T16:43:17.737411,1,uci
REC_431,2026-05-10T16:43:17.787992,1,uci
REC_432,2026-05-10T16:43:17.838808,1,uci
REC_433,2026-05-10T16:43:17.889669,1,uci
REC_434,2026-05-10T16:43:17.940787,1,uci
REC_435,2026-05-10T16:43:17.991439,1,uci
REC_436,2026-05-10T16:43:18.042214,1,uci
REC_437,2026-05-10T16:43:18.093301,1,uci
REC_438,2026-05-10T16:43:18.143680,1,uci
REC_439,2026-05-10T16:43:18.194466,1,uci
REC_440,2026-05-10T16:43:18.245338,1,uci
REC_441,2026-05-10T16:43:18.296188,1,uci
REC_442,2026-05-10T16:43:18.347048,1,uci
REC_443,2026-05-10T16:43:18.398240,1,uci
REC_444,2026-05-10T16:43:18.448989,1,uci
REC_445,2026-05-10T16:43:18.499443,1,uci
REC_446,2026-05-10T16:43:18.549864,1,uci
REC_447,2026-05-10T16:43:18.600738,1,uci
REC_448,2026-05-10T16:43:18.651502,1,uci
REC_449,2026-05-10T16:43:18.701937,1,uci
REC_450,2026-05-10T16:43:18.752684,1,uci
REC_451,2026-05-10T16:43:18.803498,1,uci
REC_452,2026-05-10T16:43:18.853986,1,uci
REC_453,2026-05-10T16:43:18.904841,1,uci
REC_454,2026-05-10T16:43:18.955256,1,uci
REC_455,2026-05-10T16:43:19.005840,1,uci
REC_456,2026-05-10T16:43:19.056449,1,uci
REC_457,2026-05-10T16:43:19.107308,1,uci
REC_458,2026-05-10T16:43:19.158377,1,uci
REC_459,2026-05-10T16:43:19.209139,1,uci
REC_460,2026-05-10T16:43:19.260065,1,uci
REC_461,2026-05-10T16:43:19.310679,1,uci
REC_462,2026-05-10T16:43:19.361265,1,uci
REC_463,2026-05-10T16:43:19.411935,1,uci
REC_464,2026-05-10T16:43:19.462398,1,uci
REC_465,2026-05-10T16:43:19.513128,1,uci
REC_466,2026-05-10T16:43:19.563699,1,uci
REC_467,2026-05-10T16:43:19.614327,1,uci
REC_468,2026-05-10T16:43:19.664847,1,uci
REC_469,2026-05-10T16:43:19.715230,1,uci
REC_470,2026-05-10T16:43:19.765984,1,uci
REC_471,2026-05-10T16:43:19.816875,1,uci
REC_472,2026-05-10T16:43:19.867527,1,uci
REC_473,2026-05-10T16:43:19.918102,1,uci
REC_474,2026-05-10T16:43:19.969014,1,uci
REC_475,2026-05-10T16:43:20.020038,1,uci
REC_476,2026-05-10T16:43:20.070535,1,uci
REC_477,2026-05-10T16:43:20.120967,1,uci
REC_478,2026-05-10T16:43:20.171870,1,uci
REC_479,2026-05-10T16:43:20.222382,1,uci
REC_480,2026-05-10T16:43:20.273191,1,uci
REC_481,2026-05-10T16:43:20.323943,1,uci
REC_482,2026-05-10T16:43:20.374573,1,uci
REC_483,2026-05-10T16:43:20.425094,1,uci
REC_484,2026-05-10T16:43:20.475620,1,uci
REC_485,2026-05-10T16:43:20.526577,1,uci
REC_486,2026-05-10T16:43:20.577514,1,uci
REC_487,2026-05-10T16:43:20.628116,1,uci
REC_488,2026-05-10T16:43:20.678690,1,uci
REC_489,2026-05-10T16:43:20.729370,1,uci
REC_490,2026-05-10T16:43:20.780168,1,uci
REC_491,2026-05-10T16:43:20.830927,1,uci
REC_492,2026-05-10T16:43:20.881594,1,uci
REC_493,2026-05-10T16:43:20.932635,1,uci
REC_494,2026-05-10T16:43:20.983362,1,uci
REC_495,2026-05-10T16:43:21.034289,1,uci
REC_496,2026-05-10T16:43:21.085017,1,uci
REC_497,2026-05-10T16:43:21.135764,1,uci
REC_498,2026-05-10T16:43:21.186514,1,uci
REC_499,2026-05-10T16:43:21.237115,1,uci
REC_500,2026-05-10T16:43:21.288036,1,uci
REC_501,2026-05-10T16:43:21.339136,1,uci
REC_502,2026-05-10T16:43:21.389790,1,uci
REC_503,2026-05-10T16:43:21.441145,1,uci
REC_504,2026-05-10T16:43:21.492128,1,uci
REC_505,2026-05-10T16:43:21.543076,1,uci
REC_506,2026-05-10T16:43:21.593914,1,uci
REC_507,2026-05-10T16:43:21.644552,1,uci
REC_508,2026-05-10T16:43:21.695184,1,uci
REC_509,2026-05-10T16:43:21.745729,1,uci
REC_510,2026-05-10T16:43:21.796465,1,uci
REC_511,2026-05-10T16:43:21.847479,1,uci
REC_512,2026-05-10T16:43:21.897856,1,uci
REC_513,2026-05-10T16:43:21.948941,1,uci
REC_514,2026-05-10T16:43:21.999433,1,uci
REC_515,2026-05-10T16:43:22.050150,1,uci
REC_516,2026-05-10T16:43:22.101278,1,uci
REC_517,2026-05-10T16:43:22.152025,1,uci
REC_518,2026-05-10T16:43:22.203015,1,uci
REC_519,2026-05-10T16:43:22.254179,1,uci
REC_520,2026-05-10T16:43:22.305454,1,uci
REC_521,2026-05-10T16:43:22.356181,1,uci
REC_522,2026-05-10T16:43:22.407529,1,uci
REC_523,2026-05-10T16:43:22.458227,1,uci
REC_524,2026-05-10T16:43:22.508892,1,uci
REC_525,2026-05-10T16:43:22.559574,1,uci
REC_526,2026-05-10T16:43:22.610367,1,uci
REC_527,2026-05-10T16:43:22.661070,1,uci
REC_528,2026-05-10T16:43:22.712013,1,uci
REC_529,2026-05-10T16:43:22.762975,1,uci
REC_530,2026-05-10T16:43:22.813899,1,uci
REC_531,2026-05-10T16:43:22.864295,1,uci
REC_532,2026-05-10T16:43:22.915137,1,uci
REC_533,2026-05-10T16:43:22.966003,1,uci
REC_534,2026-05-10T16:43:23.016939,1,uci
REC_535,2026-05-10T16:43:23.068109,1,uci
REC_536,2026-05-10T16:43:23.119127,1,uci
